	Word	PoS	Freq
	welcomed	Verb	23
	instruction	NoC	23
	logical	Adj	23
	passion	NoC	23
	drawings	NoC	23
	exposure	NoC	23
	departure	NoC	23
	blame	Verb	23
	racing	Verb	23
	mixed	Verb	23
	historic	Adj	23
	guest	NoC	23
	Mrs.	NoC	23		
	pipe	NoC	23
	modest	Adj	23
	Dutch	Adj	23
	lessons	NoC	23
	hero	NoC	23
	Lloyd	NoP	23
	sectors	NoC	23
	Diana	NoP	23
	barely	Adv	23
	logic	NoC	23
	Essex	NoP	23
	acute	Adj	23
	harm	NoC	23
	representing	Verb	23
	discourse	NoC	23
	voted	Verb	23
	electrical	Adj	23
	hearing	Verb	23
	consumers	NoC	23
	cigarette	NoC	23
	jury	NoC	23
	Grant	NoP	23
	weekly	Adj	23
	acted	Verb	23
	delay	NoC	23
	valid	Adj	23
	wherever	Adv	23
	representative	NoC	23
	transaction	NoC	23
	bowl	NoC	23
	increases	NoC	23
	contributed	Verb	23
	Christopher	NoP	23
	record	Verb	23
	leaned	Verb	23
	lesson	NoC	23
	lit	Verb	23
	admission	NoC	23
	stores	NoC	23
	awards	NoC	23
	depending on	Prep	23
	automatic	Adj	23
	timber	NoC	23
	trousers	NoC	23
	vote	Verb	23
	habit	NoC	23
	Oliver	NoP	23
	arrange	Verb	23
	red	NoC	23
	matches	NoC	23
	punishment	NoC	23
	bones	NoC	23
	cross	Verb	23
	deny	Verb	23
	rubbish	NoC	23
	hide	Verb	23
	mortality	NoC	23
	complex	NoC	23
	pc	NoC	23		
	earl	NoC	23
	explore	Verb	23
	urged	Verb	23
	occupation	NoC	23
	storm	NoC	23
	darling	NoC	23
	keys	NoC	23
	customs	NoC	23
	profile	NoC	23
	gross	Adj	23
	depression	NoC	23
	classroom	NoC	23
	glance	NoC	23
	mystery	NoC	22
	mutual	Adj	22
	reliable	Adj	22
	wholly	Adv	22
	entering	Verb	22
	bare	Adj	22
	liable	Adj	22
	facility	NoC	22
	stressed	Verb	22
	stuck	Verb	22
	realize	Verb	22
	engineer	NoC	22
	smiling	Verb	22
	confined	Verb	22
	province	NoC	22
	registration	NoC	22
	males	NoC	22
	laughter	NoC	22
	humour	NoC	22
	resource	NoC	22
	multiple	Adj	22
	Albert	NoP	22
	ruling	Adj	22
	silk	NoC	22
	waters	NoC	22
	Rachel	NoP	22
	Arab	Adj	22
	paint	NoC	22
	cotton	NoC	22
	Atlantic	NoP	22
	identification	NoC	22
	claiming	Verb	22
	sole	Adj	22
	coverage	NoC	22
	arising	Verb	22
	Owen	NoP	22
	honour	NoC	22
	poet	NoC	22
	prospects	NoC	22
	travelled	Verb	22
	divisions	NoC	22
	posts	NoC	22
	avoided	Verb	22
	Jewish	Adj	22
	in case	Conj	22
	45	Num	22
	charter	NoC	22
	managing	Adj	22
	pregnant	Adj	22
	obligation	NoC	22
	win	NoC	22
	adds	Verb	22
	formally	Adv	22
	flying	Verb	22
	Latin	Adj	22
	nearby	Adj	22
	Egypt	NoP	22
	exact	Adj	22
	directions	NoC	22
	curious	Adj	22
	bother	Verb	22
	participants	NoC	22
	lawyer	NoC	22
	resignation	NoC	22
	bearing	Verb	22
	sets	Verb	22
	pointing	Verb	22
	tool	NoC	22
	damages	NoC	22
	speakers	NoC	22
	fate	NoC	22
	daddy	NoC	22
	devices	NoC	22
	phenomenon	NoC	22
	by now	Adv	22
	strain	NoC	22
	substance	NoC	22
	bags	NoC	22
	wire	NoC	22
	Wood	NoP	22
	underlying	Adj	22
	responded	Verb	22
	enjoying	Verb	22
	visitor	NoC	22
	C.	NoP	22		
	joining	Verb	22
	uncertainty	NoC	22
	but	Prep	22
	drop	NoC	22
	submitted	Verb	22
	flower	NoC	22
	Ford	NoP	22
	California	NoP	22
	perception	NoC	22
	identical	Adj	22
	farming	NoC	22
	letting	Verb	22
	audit	NoC	22
	satisfactory	Adj	22
	Billy	NoP	22
	ticket	NoC	22
	lists	NoC	22
	preference	NoC	22
	Great	NoP-	22
	thirteen	Num	22
	Van	NoP-	22
	secret	NoC	22
	pop	NoC	22
	album	NoC	22
	federation	NoC	22
	learnt	Verb	22
	deliver	Verb	22
	Westminster	NoP	22
	chemicals	NoC	22
	farmer	NoC	22
	variables	NoC	22
	male	NoC	22
	assault	NoC	22
	marginal	Adj	22
	leave	NoC	22
	namely	Adv	22
	J	NoP	22		
	fed	Verb	22
	distinctive	Adj	22
	kingdom	NoC	22
	assessed	Verb	22
	refuse	Verb	22
	electoral	Adj	22
	urgent	Adj	22
	allowance	NoC	22
	observations	NoC	22
	libraries	NoC	22
	Lawrence	NoP	22
	reflects	Verb	22
	force	Verb	22
	sympathy	NoC	22
	running	NoC	22
	falls	Verb	22
	publishing	NoC	22
	recovered	Verb	22
	stability	NoC	21
	canal	NoC	21
	funeral	NoC	21
	singing	Verb	21
	titles	NoC	21
	beds	NoC	21
	sessions	NoC	21
	restricted	Verb	21
	Sheffield	NoP	21
	Nottingham	NoP	21
	expecting	Verb	21
	clothing	NoC	21
	drinks	NoC	21
	disposal	NoC	21
	failing	Verb	21
	joke	NoC	21
	focus	Verb	21
	succeed	Verb	21
	Maria	NoP	21
	typically	Adv	21
	official	NoC	21
	conversion	NoC	21
	presidential	Adj	21
	generations	NoC	21
	mayor	NoC	21
	sharing	Verb	21
	Clare	NoP	21
	worth	NoC	21
	transactions	NoC	21
	era	NoC	21
	policeman	NoC	21
	Fred	NoP	21
	gaze	NoC	21
	controversial	Adj	21
	count	Verb	21
	proceed	Verb	21
	Young	NoP	21
	folk	NoC	21
	fabric	NoC	21
	oral	Adj	21
	horror	NoC	21
	Kelly	NoP	21
	everyday	Adj	21
	emperor	NoC	21
	viewed	Verb	21
	sing	Verb	21
	belt	NoC	21
	fortune	NoC	21
	demand	Verb	21
	doubt	Verb	21
	crash	NoC	21
	encouraging	Adj	21
	interpreted	Verb	21
	Louis	NoP	21
	organic	Adj	21
	maintaining	Verb	21
	removal	NoC	21
	female	NoC	21
	routes	NoC	21
	continued	Adj	21
	trials	NoC	21
	enables	Verb	21
	print	NoC	21
	priest	NoC	21
	laugh	Verb	21
	bent	Verb	21
	expected	Adj	21
	connections	NoC	21
	magistrates	NoC	21
	errors	NoC	21
	statistical	Adj	21
	resolved	Verb	21
	desirable	Adj	21
	recognize	Verb	21
	Stuart	NoP	21
	thoroughly	Adv	21
	injured	Verb	21
	van	NoC	21
	blocks	NoC	21
	prosecution	NoC	21
	register	NoC	21
	trends	NoC	21
	preferred	Verb	21
	reckon	Verb	21
	innocent	Adj	21
	ideology	NoC	21
	belong	Verb	21
	improved	Adj	21
	past	Adv	21
	corridor	NoC	21
	exclusive	Adj	21
	tale	NoC	21
	pairs	NoC	21
	prayer	NoC	21
	collapse	NoC	21
	lease	NoC	21
	talent	NoC	21
	gains	NoC	21
	separated	Verb	21
	marked	Adj	21
	experienced	Adj	21
	persuaded	Verb	21
	sighed	Verb	21
	butter	NoC	21
	suggestions	NoC	21
	Russell	NoP	21
	unexpected	Adj	21
	foods	NoC	21
	picking	Verb	21
	banking	NoC	21
	sciences	NoC	21
	superb	Adj	21
	contacts	NoC	21
	operated	Verb	21
	alarm	NoC	21
	go	NoC	21
	Poland	NoP	21
	U / u	Lett	21
	gene	NoC	21
	daughters	NoC	21
	sheer	Adj	21
	guardian	NoC	21
	count	NoC	21
	cloud	NoC	21
	disappointed	Adj	21
	Bernard	NoP	21
	format	NoC	21
	scenes	NoC	21
	frightened	Adj	21
	hardware	NoC	21
	traditionally	Adv	21
	in part	Adv	21
	gastric	Adj	21
	genes	NoC	21
	effectiveness	NoC	21
	full-time	Adj	21
	intend	Verb	21
	concentrations	NoC	21
	defend	Verb	21
	strict	Adj	21
	fighting	NoC	21
	creatures	NoC	21
	closer	Adj	21
	cm	NoC	21		
	Swindon	NoP	21
	capitalist	Adj	21
	Walker	NoP	21
	addition	NoC	21
	no-one*	Pron	21
	chocolate	NoC	21
	emerge	Verb	21
	Hugh	NoP	21
	hidden	Verb	21
	likes	Verb	21
	Susan	NoP	21
	Stewart	NoP	21
	reactions	NoC	21
	lands	NoC	21
	establishing	Verb	21
	swept	Verb	21
	anniversary	NoC	21
	permitted	Verb	21
	export	NoC	21
	1967	Num	21
	justify	Verb	21
	tissue	NoC	21
	Davies	NoP	21
	bet	Verb	21
	specified	Verb	21
	romantic	Adj	21
	garage	NoC	21
	conviction	NoC	21
	declined	Verb	21
	resigned	Verb	20
	naked	Adj	20
	Clarke	NoP	20
	advise	Verb	20
	scientist	NoC	20
	root	NoC	20
	asset	NoC	20
	warmth	NoC	20
	bulk	NoC	20
	bands	NoC	20
	knee	NoC	20
	minimum	NoC	20
	humans	NoC	20
	references	NoC	20
	any	Adv	20
	associations	NoC	20
	muscles	NoC	20
	withdrawal	NoC	20
	registered	Verb	20
	distributed	Verb	20
	regarding	Prep	20
	exposed	Verb	20
	declaration	NoC	20
	graphics	NoC	20
	reluctant	Adj	20
	actor	NoC	20
	switched	Verb	20
	sisters	NoC	20
	in accordance with	Prep	20
	in~*	Verb	20
	winners	NoC	20
	eighteenth	Ord	20
	chemistry	NoC	20
	rest	Verb	20
	justified	Verb	20
	stop	NoC	20
	converted	Verb	20
	boundary	NoC	20
	except for	Prep	20
	suspect	Verb	20
	magnificent	Adj	20
	stretched	Verb	20
	convenient	Adj	20
	friendship	NoC	20
	established	Adj	20
	recover	Verb	20
	destroy	Verb	20
	Jackson	NoP	20
	mess	NoC	20
	correspondent	NoC	20
	navy	NoC	20
	dollar	NoC	20
	craft	NoC	20
	reflection	NoC	20
	chicken	NoC	20
	plans	Verb	20
	tin	NoC	20
	Miller	NoP	20
	curtains	NoC	20
	gesture	NoC	20
	tourist	NoC	20
	diary	NoC	20
	protected	Verb	20
	ocean	NoC	20
	discussing	Verb	20
	practitioners	NoC	20
	bloody	Adv	20
	entertainment	NoC	20
	in response to	Prep	20
	nearest	Adj	20
	mechanisms	NoC	20
	closed	Adj	20
	expenses	NoC	20
	uncertain	Adj	20
	artificial	Adj	20
	democrats	NoC	20
	damaged	Verb	20
	composed	Verb	20
	heating	NoC	20
	diplomatic	Adj	20
	drinking	Verb	20
	discrimination	NoC	20
	rows	NoC	20
	bench	NoC	20
	councillors	NoC	20
	acquire	Verb	20
	installed	Verb	20
	du~*	Verb	20
	guns	NoC	20
	killing	Verb	20
	Microsoft	NoP	20
	blow	NoC	20
	salary	NoC	20
	Baker	NoP	20
	tip	NoC	20
	1950s	Num	20
	physically	Adv	20
	estates	NoC	20
	tremendous	Adj	20
	marine	Adj	20
	ease	NoC	20
	institutional	Adj	20
	mechanical	Adj	20
	retail	Adj	20
	resist	Verb	20
	mixed	Adj	20
	literally	Adv	20
	chapel	NoC	20
	distinguish	Verb	20
	wildlife	NoC	20
	Rivers	NoC	20
	Iran	NoP	20
	tories	NoC	20
	doubts	NoC	20
	formerly	Adv	20
	priorities	NoC	20
	reserves	NoC	20
	publications	NoC	20
	commented	Verb	20
	gender	NoC	20
	passenger	NoC	20
	Sussex	NoP	20
	strictly	Adv	20
	boats	NoC	20
	causes	Verb	20
	pen	NoC	20
	chapters	NoC	20
	cheque	NoC	20
	required	Adj	20
	testing	NoC	20
	carriage	NoC	20
	weapon	NoC	20
	generate	Verb	20
	Clinton	NoP	20
	asks	Verb	20
	earn	Verb	20
	supporting	Verb	20
	mentally	Adv	20
	judge	Verb	20
	messages	NoC	20
	females	NoC	20
	biological	Adj	20
	applying	Verb	20
	implies	Verb	20
	known	Adj	20
	Emily	NoP	20
	rolled	Verb	20
	tube	NoC	20
	functional	Adj	20
	accidents	NoC	20
	flexibility	NoC	20
	chairs	NoC	20
	Phil	NoP	20
	bible	NoC	20
	styles	NoC	20
	cap	NoC	20
	straightforward	Adj	20
	moves	Verb	20
	wise	Adj	20
	fired	Verb	20
	organized	Verb	20
	inspection	NoC	20
	Derek	NoP	20
	mathematics	NoC	20
	32	Num	20
	heritage	NoC	20
	superior	Adj	20
	1969	Num	20
	specially	Adv	20
	finance	Verb	20
	cloth	NoC	20
	sociology	NoC	20
	desperately	Adv	20
	fiction	NoC	20
	equity	NoC	20
	Lord	NoP	20
	satisfy	Verb	20
	Lords	NoP	20
	shell	NoC	20
	Wright	NoP	20
	lad	NoC	20
	whereby	Adv	20
	forests	NoC	20
	suit	Verb	20
	pursue	Verb	20
	digital	Adj	20
	increases	Verb	20
	tenants	NoC	20
	refers	Verb	20
	voters	NoC	20
	piano	NoC	20
	productivity	NoC	20
	part-time	Adj	20
	lightly	Adv	20
	assistant	NoC	20
	Commander	NoC	20
	address	Verb	20
	situated	Verb	20
	restoration	NoC	20
	outlined	Verb	20
	imports	NoC	19
	R.	NoP	19		
	comment	Verb	19
	stolen	Verb	19
	and/or	Conj	19
	Harris	NoP	19
	clerk	NoC	19
	cinema	NoC	19
	Ann	NoP	19
	covers	Verb	19
	de*	Fore	19
	capitalism	NoC	19
	spectacular	Adj	19
	shapes	NoC	19
	controversy	NoC	19
	Marx	NoP	19
	gates	NoC	19
	escaped	Verb	19
	Robin	NoP	19
	continuing	Verb	19
	trains	NoC	19
	ensuring	Verb	19
	colonel	NoC	19
	confused	Adj	19
	grants	NoC	19
	remarks	NoC	19
	bonds	NoC	19
	wives	NoC	19
	computing	NoC	19
	constraints	NoC	19
	solve	Verb	19
	aggressive	Adj	19
	availability	NoC	19
	unfair	Adj	19
	sadly	Adv	19
	invasion	NoC	19
	champagne	NoC	19
	tracks	NoC	19
	compete	Verb	19
	closure	NoC	19
	spare	Adj	19
	painful	Adj	19
	earned	Verb	19
	venture	NoC	19
	topics	NoC	19
	wonder	NoC	19
	equivalent	NoC	19
	grade	NoC	19
	Korea	NoP	19
	pot	NoC	19
	emotions	NoC	19
	washed	Verb	19
	escape	NoC	19
	abstract	Adj	19
	Eric	NoP	19
	murmured	Verb	19
	stake	NoC	19
	lift	Verb	19
	states	Verb	19
	breeding	NoC	19
	securities	NoC	19
	asian	Adj	19
	mud	NoC	19
	Joan	NoP	19
	S.	NoP	19		
	estimates	NoC	19
	cheek	NoC	19
	stored	Verb	19
	correctly	Adv	19
	refugees	NoC	19
	Moore	NoP	19
	obligations	NoC	19
	spirits	NoC	19
	unhappy	Adj	19
	Ross	NoP	19
	networks	NoC	19
	beaten	Verb	19
	snapped	Verb	19
	initiatives	NoC	19
	understanding	Verb	19
	alter	Verb	19
	shame	NoC	19
	pensions	NoC	19
	oxygen	NoC	19
	therapy	NoC	19
	associated	Adj	19
	courage	NoC	19
	discretion	NoC	19
	dates	NoC	19
	deposits	NoC	19
	hopefully	Adv	19
	exports	NoC	19
	legislative	Adj	19
	Eliot	NoP	19
	ward	NoC	19
	invitation	NoC	19
	monthly	Adj	19
	deciding	Verb	19
	describing	Verb	19
	assuming	Verb	19
	opposed	Verb	19
	Alex	NoP	19
	searching	Verb	19
	intelligent	Adj	19
	impose	Verb	19
	explicit	Adj	19
	abbey	NoC	19
	jurisdiction	NoC	19
	designer	NoC	19
	tie	NoC	19
	fellow	NoC	19
	quantities	NoC	19
	fleet	NoC	19
	Barry	NoP	19
	seller	NoC	19
	RAF	NoP	19		
	borough	NoC	19
	rape	NoC	19
	stand	NoC	19
	flats	NoC	19
	virtue	NoC	19
	constituency	NoC	19
	complained	Verb	19
	coloured	Adj	19
	midnight	NoC	19
	taxi	NoC	19
	engines	NoC	19
	railways	NoC	19
	display	Verb	19
	just	Adj	19
	ridiculous	Adj	19
	Caroline	NoP	19
	debts	NoC	19
	comparable	Adj	19
	amazing	Adj	19
	C	NoP	19			
	acknowledged	Verb	19
	appeal	Verb	19
	wars	NoC	19
	successive	Adj	19
	refusal	NoC	19
	incorporated	Verb	19
	creature	NoC	19
	~no*	Verb	19
	secured	Verb	19
	economies	NoC	19
	isolation	NoC	19
	Leicester	NoP	19
	succession	NoC	19
	signals	NoC	19
	working-class	Adj	19
	physics	NoC	19
	feared	Verb	19
	concert	NoC	19
	tonnes	NoC	19
	realistic	Adj	19
	hungry	Adj	19
	launch	NoC	19
	Evans	NoP	19
	resort	NoC	19
	shit	NoC	19
	m	NoC	19		
	burst	Verb	19
	sort	Verb	19
	back	Adj	19
	Walter	NoP	19
	gear	NoC	19
	Shakespeare	NoP	19
	surveys	NoC	19
	volunteers	NoC	19
	stick	NoC	19
	separation	NoC	19
	1,000	Num	19
	la	Fore	19
	demonstration	NoC	19
	fails	Verb	19
	conception	NoC	19
	B.	NoP	19		
	decent	Adj	19
	discount	NoC	19
	unnecessary	Adj	19
	Pope	NoC	19
	prevented	Verb	19
	flying	Adj	19
	worn	Verb	19
	dictionary	NoC	19
	twentieth	Ord	18
	fat	NoC	18
	random	Adj	18
	retired	Verb	18
	local	NoC	18
	fucking	Adj	18
	origins	NoC	18
	packed	Verb	18
	achieving	Verb	18
	heading	Verb	18
	forever	Adv	18
	influential	Adj	18
	masters	NoC	18
	channels	NoC	18
	harbour	NoC	18
	producers	NoC	18
	duration	NoC	18
	Thames	NoP	18
	cable	NoC	18
	1945	Num	18
	desert	NoC	18
	terrace	NoC	18
	assured	Verb	18
	allocation	NoC	18
	check	NoC	18
	diseases	NoC	18
	merchant	NoC	18
	constable	NoC	18
	Bishop	NoP	18
	Vietnam	NoP	18
	Dean	NoP	18
	recalled	Verb	18
	lifetime	NoC	18
	eg	Adv	18		
	chips	NoC	18
	Ray	NoP	18
	genetic	Adj	18
	complaint	NoC	18
	near	Adj	18
	visiting	Verb	18
	explaining	Verb	18
	order	Verb	18
	marvellous	Adj	18
	Malcolm	NoP	18
	Morgan	NoP	18
	restored	Verb	18
	earliest	Adj	18
	enabled	Verb	18
	150	Num	18
	release	Verb	18
	Cardiff	NoP	18
	assurance	NoC	18
	bottles	NoC	18
	brick	NoC	18
	essence	NoC	18
	Jews	NoC	18
	autonomy	NoC	18
	giant	Adj	18
	requiring	Verb	18
	hunting	NoC	18
	consensus	NoC	18
	differ	Verb	18
	vegetables	NoC	18
	junction	NoC	18
	workshop	NoC	18
	measure	Verb	18
	purchaser	NoC	18
	secure	Adj	18
	attendance	NoC	18
	necessity	NoC	18
	bottom	Adj	18
	demanding	Verb	18
	skilled	Adj	18
	shaking	Verb	18
	subtle	Adj	18
	select	Verb	18
	attack	Verb	18
	questioned	Verb	18
	sooner	Adv	18
	producer	NoC	18
	planet	NoC	18
	elegant	Adj	18
	amendment	NoC	18
	hopes	Verb	18
	carries	Verb	18
	recommend	Verb	18
	lesser	Adj	18
	farms	NoC	18
	parallel	Adj	18
	limitations	NoC	18
	locally	Adv	18
	Marie	NoP	18
	tragedy	NoC	18
	instance	NoC	18
	cousin	NoC	18
	collections	NoC	18
	backwards	Adv	18
	grain	NoC	18
	in the light of	Prep	18
	resulting	Verb	18
	fraud	NoC	18
	OK	Adv	18		
	swung	Verb	18
	landed	Verb	18
	E.	NoP	18		
	quarters	NoC	18
	liberation	NoC	18
	seventeen	Num	18
	referring	Verb	18
	interior	NoC	18
	bike	NoC	18
	suspended	Verb	18
	officially	Adv	18
	journalists	NoC	18
	nasty	Adj	18
	movie	NoC	18
	suppliers	NoC	18
	dealer	NoC	18
	shows	NoC	18
	soldier	NoC	18
	intensive	Adj	18
	over there	Adv	18
	kit	NoC	18
	witness	NoC	18
	delight	NoC	18
	symbol	NoC	18
	forum	NoC	18
	casual	Adj	18
	tropical	Adj	18
	shorter	Adj	18
	Allen	NoP	18
	crimes	NoC	18
	printed	Verb	18
	miners	NoC	18
	feeding	Verb	18
	relax	Verb	18
	pass	NoC	18
	manufacturer	NoC	18
	chip	NoC	18
	crazy	Adj	18
	forming	Verb	18
	kissed	Verb	18
	swimming	NoC	18
	happily	Adv	18
	copper	NoC	18
	arguing	Verb	18
	shots	NoC	18
	landing	NoC	18
	nursery	NoC	18
	entries	NoC	18
	preliminary	Adj	18
	besides	Adv	18
	arises	Verb	18
	partial	Adj	18
	households	NoC	18
	damp	Adj	18
	wool	NoC	18
	suicide	NoC	18
	1964	Num	18
	servant	NoC	18
	Pakistan	NoP	18
	attending	Verb	18
	Guy	NoP	18
	plot	NoC	18
	muscle	NoC	18
	beings	NoC	18
	inch	NoC	18
	simultaneously	Adv	18
	concrete	Adj	18
	Roy	NoP	18
	roll	Verb	18
	bell	NoC	18
	neighbour	NoC	18
	reign	NoC	18
	analysed	Verb	18
	tide	NoC	18
	expand	Verb	18
	alleged	Adj	18
	guilt	NoC	18
	rank	NoC	18
	introducing	Verb	18
	transfer	Verb	18
	uses	NoC	18
	ceremony	NoC	18
	Morris	NoP	18
	separately	Adv	18
	opinions	NoC	18
	enquiry	NoC	18
	Q / q	Lett	18
	grinned	Verb	18
	lover	NoC	18
	slept	Verb	18
	in that	Conj	18
	choices	NoC	18
	assistant	Adj	18
	severely	Adv	18
	finest	Adj	18
	poured	Verb	18
	vertical	Adj	18
	Easter	NoC	18
	christianity	NoC	18
	upset	Adj	18
	hey	Int	18
	allegations	NoC	18
	IRA	NoP	18		
	justification	NoC	18
	detective	NoC	18
	programs	NoC	18
	throwing	Verb	18
	strike	Verb	18
	ate	Verb	18
	appendix	NoC	18
	Jenny	NoP	18
	districts	NoC	18
	commonwealth	NoC	18
	dealers	NoC	18
	delicate	Adj	18
	forms	Verb	18
	advisers	NoC	18
	lonely	Adj	18
	dull	Adj	18
	mouse	NoC	18
	Pat	NoP	18
	occupational	Adj	17
	pity	NoC	17
	behave	Verb	17
	complexity	NoC	17
	youngsters	NoC	17
	riding	Verb	17
	weakness	NoC	17
	excessive	Adj	17
	Clark	NoP	17
	progressive	Adj	17
	captured	Verb	17
	stance	NoC	17
	undertake	Verb	17
	exceptional	Adj	17
	faster	Adv	17
	Iraqi	Adj	17
	Hitler	NoP	17
	remind	Verb	17
	counter	NoC	17
	Greece	NoP	17
	triumph	NoC	17
	enterprises	NoC	17
	remarked	Verb	17
	continental	Adj	17
	mm	NoC	17		
	striking	Adj	17
	integrated	Adj	17
	pit	NoC	17
	encountered	Verb	17
	implemented	Verb	17
	sizes	NoC	17
	directive	NoC	17
	participate	Verb	17
	safely	Adv	17
	lowest	Adj	17
	lighting	NoC	17
	villa	NoC	17
	okay	Adj	17
	downstairs	Adv	17
	portrait	NoC	17
	Gorbachev	NoP	17
	alternatively	Adv	17
	edges	NoC	17
	focused	Verb	17
	bye	Int	17
	residence	NoC	17
	panic	NoC	17
	label	NoC	17
	aims	Verb	17
	magazines	NoC	17
	neat	Adj	17
	combined	Adj	17
	whisky	NoC	17
	transformation	NoC	17
	theft	NoC	17
	lecture	NoC	17
	incidence	NoC	17
	scores	NoC	17
	H.	NoP	17		
	radiation	NoC	17
	perceived	Verb	17
	spread	NoC	17
	firstly	Adv	17
	interface	NoC	17
	doctrine	NoC	17
	shouting	Verb	17
	affecting	Verb	17
	400	Num	17
	ours	Pron	17
	36	Num	17
	excuse	NoC	17
	accepting	Verb	17
	risen	Verb	17
	Lancashire	NoP	17
	approach	Verb	17
	deposit	NoC	17
	65	Num	17
	pond	NoC	17
	substantially	Adv	17
	innovation	NoC	17
	devil	NoC	17
	diagnosis	NoC	17
	from time to time	Adv	17
	gifts	NoC	17
	USSR	NoP	17		
	allocated	Verb	17
	regard	NoC	17
	33	Num	17
	remainder	NoC	17
	speculation	NoC	17
	of*	Verb	17
	approaching	Verb	17
	dialogue	NoC	17
	estimate	NoC	17
	wash	Verb	17
	supervision	NoC	17
	dying	Verb	17
	exclusively	Adv	17
	happiness	NoC	17
	politically	Adv	17
	timing	NoC	17
	chronic	Adj	17
	Geoffrey	NoP	17
	peasants	NoC	17
	tightly	Adv	17
	characteristic	Adj	17
	accuracy	NoC	17
	compulsory	Adj	17
	so as	ClO	17
	wrapped	Verb	17
	interim	Adj	17
	objective	Adj	17
	Benjamin	NoP	17
	walking	NoC	17
	infant	NoC	17
	Bruce	NoP	17
	judged	Verb	17
	splendid	Adj	17
	ride	NoC	17
	divorce	NoC	17
	magic	Adj	17
	Cleveland	NoP	17
	bond	NoC	17
	review	Verb	17
	short-term	Adj	17
	ambulance	NoC	17
	brave	Adj	17
	investigations	NoC	17
	systematic	Adj	17
	Green	NoP	17
	seized	Verb	17
	cry	Verb	17
	laugh	NoC	17
	advanced	Verb	17
	obliged	Adj	17
	opens	Verb	17
	eaten	Verb	17
	relevance	NoC	17
	1930s	Num	17
	careers	NoC	17
	Liz	NoP	17
	withdrawn	Verb	17
	Barbara	NoP	17
	no	Adv	17
	payable	Adj	17
	handsome	Adj	17
	fun	Adj	17
	Ms	NoC	17		
	instances	NoC	17
	governors	NoC	17
	horrible	Adj	17
	as opposed to	Prep	17
	measurement	NoC	17
	employ	Verb	17
	primitive	Adj	17
	steadily	Adv	17
	switch	NoC	17
	fascinating	Adj	17
	St.	NoP	17		
	Brazil	NoP	17
	ideological	Adj	17
	pile	NoC	17
	mounted	Verb	17
	metropolitan	Adj	17
	alternatives	NoC	17
	dollars	NoC	17
	north-east	NoC	17
	explosion	NoC	17
	starting	NoC	17
	glory	NoC	17
	scarcely	Adv	17
	Harriet	NoP	17
	surrounding	Adj	17
	coup	NoC	17
	domain	NoC	17
	fence	NoC	17
	threatening	Verb	17
	dragged	Verb	17
	breast	NoC	17
	habits	NoC	17
	mine	NoC	17
	hierarchy	NoC	17
	grip	NoC	17
	socialism	NoC	17
	enquiries	NoC	17
	particles	NoC	17
	Sweden	NoP	17
	in charge of	Prep	17
	75	Num	17
	choosing	Verb	17
	colleague	NoC	17
	monitoring	NoC	17
	Midlands	NoP	17
	restore	Verb	17
	printer	NoC	17
	imagined	Verb	17
	doorway	NoC	17
	prisoner	NoC	17
	juice	NoC	17
	classification	NoC	17
	estimated	Adj	17
	equilibrium	NoC	17
	solely	Adv	17
	with regard to	Prep	17
	serves	Verb	17
	peaceful	Adj	17
	observer	NoC	17
	explanations	NoC	17
	circles	NoC	17
	rescue	NoC	17
	maps	NoC	17
	hated	Verb	17
	observe	Verb	17
	Hughes	NoP	17
	premier	Adj	17
	mate	NoC	17
	hypothesis	NoC	17
	1966	Num	17
	ride	Verb	17
	companion	NoC	17
	liver	NoC	17
	factories	NoC	17
	buyers	NoC	17
	reward	NoC	17
	controlling	Verb	17
	satellite	NoC	17
	loyalty	NoC	17
	operational	Adj	17
	pardon	NoC	17
	improving	Verb	16
	jump	Verb	16
	potatoes	NoC	16
	intervals	NoC	16
	technological	Adj	16
	near	Adv	16
	fortunately	Adv	16
	W.	NoP	16		
	W / w	Lett	16
	hostile	Adj	16
	advisory	Adj	16
	cook	Verb	16
	precious	Adj	16
	opponents	NoC	16
	peasant	NoC	16
	insist	Verb	16
	d' [=do]	Verb	16
	geography	NoC	16
	button	NoC	16
	consistently	Adv	16
	cultures	NoC	16
	seeds	NoC	16
	monopoly	NoC	16
	accessible	Adj	16
	tournament	NoC	16
	moves	NoC	16
	excited	Adj	16
	determined	Adj	16
	owed	Verb	16
	fig*	NoC	16		
	pockets	NoC	16
	belonged	Verb	16
	Hollywood	NoP	16
	dining	NoC	16
	switch	Verb	16
	traditions	NoC	16
	compromise	NoC	16
	intensity	NoC	16
	chaos	NoC	16
	obtaining	Verb	16
	Mexico	NoP	16
	King	NoP	16
	combine	Verb	16
	altered	Verb	16
	nonsense	NoC	16
	clouds	NoC	16
	themes	NoC	16
	gay	Adj	16
	suspicion	NoC	16
	ranks	NoC	16
	disorder	NoC	16
	stocks	NoC	16
	Kuwait	NoP	16
	1965	Num	16
	2000	Num	16
	consultant	NoC	16
	collapsed	Verb	16
	purchased	Verb	16
	impressed	Adj	16
	half	Adv	16
	Catherine	NoP	16
	provincial	Adj	16
	by no means	Adv	16
	sterling	NoC	16
	performances	NoC	16
	instantly	Adv	16
	Bell	NoP	16
	constitute	Verb	16
	arrest	NoC	16
	dose	NoC	16
	exercises	NoC	16
	issue	Verb	16
	competitors	NoC	16
	spectrum	NoC	16
	dangers	NoC	16
